Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  19 ,  4 ,  3 ,  3 ,  171.0  ,  3000000 ,  1 ,  0.0240333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  20 ,  4 ,  3 ,  3 ,  180.0  ,  3000000 ,  1 ,  0.0125  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  21 ,  4 ,  3 ,  3 ,  189.0  ,  3000000 ,  1 ,  0.0047  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  22 ,  4 ,  3 ,  3 ,  198.0  ,  3000000 ,  1 ,  0.00246666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  23 ,  4 ,  3 ,  3 ,  207.0  ,  3000000 ,  1 ,  0.0013  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  24 ,  4 ,  3 ,  3 ,  216.0  ,  3000000 ,  1 ,  0.000433333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  25 ,  4 ,  3 ,  3 ,  225.0  ,  3000000 ,  1 ,  0.000233333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  26 ,  4 ,  3 ,  3 ,  234.0  ,  3000000 ,  1 ,  0.0003  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  27 ,  4 ,  3 ,  3 ,  243.0  ,  3000000 ,  1 ,  0.000133333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  28 ,  4 ,  3 ,  3 ,  252.0  ,  3000000 ,  1 ,  6.66666666667e-05  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  29 ,  4 ,  3 ,  3 ,  261.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  30 ,  4 ,  3 ,  3 ,  270.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  31 ,  4 ,  3 ,  3 ,  279.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,



