Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  32 ,  5 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.6  ,  5.85714285714  ,  3.54806730988  ,  10  ,  41  ,  23.64236  ,
PacketMinSketch ,  32 ,  5 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.42857142857  ,  5.0  ,  2.63304691919  ,  9  ,  35  ,  17.27503  ,
PacketMinSketch ,  32 ,  5 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.33333333333  ,  3.5  ,  1.69426899495  ,  7  ,  29  ,  11.12338  ,

PacketMinSketch ,  32 ,  6 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.6  ,  6.0  ,  3.5728721075  ,  9  ,  52  ,  23.77031  ,
PacketMinSketch ,  32 ,  6 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.375  ,  5.0  ,  2.7734689145  ,  8  ,  36  ,  18.29818  ,
PacketMinSketch ,  32 ,  6 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.375  ,  4.0  ,  1.76325441414  ,  7  ,  30  ,  11.52822  ,

PacketMinSketch ,  32 ,  7 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.6  ,  5.5  ,  3.62092696573  ,  10  ,  37  ,  24.09812  ,
PacketMinSketch ,  32 ,  7 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.33333333333  ,  5.0  ,  2.83884575361  ,  9  ,  31  ,  18.70245  ,
PacketMinSketch ,  32 ,  7 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.33333333333  ,  4.5  ,  1.91990327561  ,  7  ,  19  ,  12.38797  ,

PacketMinSketch ,  32 ,  8 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.66666666667  ,  6.0  ,  3.66598159524  ,  9  ,  38  ,  24.39437  ,
PacketMinSketch ,  32 ,  8 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.5  ,  5.0  ,  2.95950240152  ,  9  ,  32  ,  19.54354  ,
PacketMinSketch ,  32 ,  8 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.3  ,  5.0  ,  2.02413936977  ,  7  ,  20  ,  13.046  ,




